Seed,Model,Dataset,Accuracy,AUC
8552,LogisticRegression,Test,0.5238095238095238,0.6322115384615385
8552,RandomForest,Training,0.9210526315789473,0.9866071428571429
8552,RandomForest,Test,0.5,0.5408653846153846
8552,GradientBoosting,Training,1.0,1.0
8552,GradientBoosting,Test,0.47619047619047616,0.546875
8552,SVC,Training,0.75,0.8385416666666666
8552,SVC,Test,0.5,0.5793269230769231
8552,MLPClassifier,Training,0.9210526315789473,0.9799107142857142
8552,MLPClassifier,Test,0.5714285714285714,0.5288461538461539
3385,LogisticRegression,Training,0.6710526315789473,0.7443977591036415
3385,LogisticRegression,Test,0.6190476190476191,0.7977272727272726
3385,RandomForest,Training,0.8026315789473685,0.908263305322129
3385,RandomForest,Test,0.5476190476190477,0.5818181818181818
3385,GradientBoosting,Training,0.868421052631579,0.9611344537815126
3385,GradientBoosting,Test,0.5238095238095238,0.4931818181818182
3385,SVC,Training,0.6842105263157895,0.7478991596638656
3385,SVC,Test,0.5714285714285714,0.7795454545454545
3385,MLPClassifier,Training,0.8289473684210527,0.9236694677871149
3385,MLPClassifier,Test,0.4523809523809524,0.44090909090909086
8350,LogisticRegression,Training,0.6973684210526315,0.7727598566308244
8350,LogisticRegression,Test,0.6428571428571429,0.7459954233409611
8350,RandomForest,Training,0.8026315789473685,0.8917562724014337
8350,RandomForest,Test,0.6428571428571429,0.6418764302059496
8350,GradientBoosting,Training,0.7105263157894737,0.7741935483870968
8350,GradientBoosting,Test,0.6190476190476191,0.6933638443935928
8350,SVC,Training,0.6973684210526315,0.792831541218638
8350,SVC,Test,0.5952380952380952,0.6407322654462242
8350,MLPClassifier,Training,0.7236842105263158,0.8164874551971325
8350,MLPClassifier,Test,0.5714285714285714,0.6681922196796339
6069,LogisticRegression,Training,0.6973684210526315,0.7602217602217602
6069,LogisticRegression,Test,0.6904761904761905,0.7679012345679013
6069,RandomForest,Training,0.9078947368421053,0.9757449757449758
6069,RandomForest,Test,0.5952380952380952,0.6814814814814815
6069,GradientBoosting,Training,0.9868421052631579,1.0
6069,GradientBoosting,Test,0.5476190476190477,0.6580246913580247
6069,SVC,Training,0.6973684210526315,0.7401247401247402
6069,SVC,Test,0.6666666666666666,0.7382716049382715
6069,MLPClassifier,Training,0.6842105263157895,0.7650727650727651
6069,MLPClassifier,Test,0.7142857142857143,0.7703703703703704
9466,LogisticRegression,Training,0.6842105263157895,0.7535511363636364
9466,LogisticRegression,Test,0.6190476190476191,0.7636363636363637
9466,RandomForest,Training,0.8289473684210527,0.9183238636363635
9466,RandomForest,Test,0.5952380952380952,0.7215909090909091
9466,GradientBoosting,Training,1.0,1.0
9466,GradientBoosting,Test,0.6428571428571429,0.6886363636363636
9466,SVC,Training,0.7368421052631579,0.7563920454545455
9466,SVC,Test,0.5714285714285714,0.6318181818181818
9466,MLPClassifier,Training,0.7236842105263158,0.7514204545454546
9466,MLPClassifier,Test,0.5714285714285714,0.7727272727272728
5069,LogisticRegression,Training,0.6973684210526315,0.7784090909090909
5069,LogisticRegression,Test,0.6666666666666666,0.7318181818181817
5069,RandomForest,Training,0.8157894736842105,0.9211647727272726
5069,RandomForest,Test,0.6428571428571429,0.7068181818181818
5069,GradientBoosting,Training,1.0,1.0
5069,GradientBoosting,Test,0.6428571428571429,0.7193181818181819
5069,SVC,Training,0.7105263157894737,0.8103693181818181
5069,SVC,Test,0.6190476190476191,0.7
5069,MLPClassifier,Training,0.6973684210526315,0.78125
5069,MLPClassifier,Test,0.6190476190476191,0.7272727272727273
9720,LogisticRegression,Training,0.75,0.8225918225918226
9720,LogisticRegression,Test,0.6428571428571429,0.6635294117647059
9720,RandomForest,Training,0.9342105263157895,0.9878724878724879
9720,RandomForest,Test,0.5714285714285714,0.5023529411764706
9720,GradientBoosting,Training,0.9605263157894737,0.9975744975744977
9720,GradientBoosting,Test,0.5714285714285714,0.6211764705882352
9720,SVC,Training,0.75,0.8163548163548163
9720,SVC,Test,0.6190476190476191,0.6282352941176471
9720,MLPClassifier,Training,0.8947368421052632,0.9771309771309771
9720,MLPClassifier,Test,0.5238095238095238,0.6035294117647059
